id,name,neighborhood,bedrooms,nightly_rate,days_occupied,availability_30,home_price,rpp,noi
5364414,"Water, Mountain, and City view.",Ballard/Greenlake,2,200,10,20,615107,2000,-1425.69
6994406,Delightful Home - Family Friendly,Ballard/Greenlake,3,150,30,0,760000,4500,64.48
1488166,Entire Home - Beautiful Sunset Hill,Ballard/Greenlake,3,475,0,30,760000,0,-3985.52
463768,delux comfort+ in coolest 'hood,Ballard/Greenlake,3,375,30,0,760000,11250,6139.48
4334804,"New, modern, kid-friendly home...",Ballard/Greenlake,2,450,30,0,615107,13500,8924.31
7389248,Luxury Ballard Town Home,Ballard/Greenlake,3,350,25,5,760000,8750,3889.48
1219691,Sweet 1920's cottage in N. Seattle,North Seattle,2,119,9,21,647482,1071,-2431.57
7403174,Peaceful Seattle Home by Northgate,North Seattle,2,125,30,0,647482,3750,-20.47
7368599,"Spacious 3 bd, 15 min to downtown",North Seattle,3,200,20,10,800000,4000,-595.29
1692318,Spacious Relaxation in Seattle,North Seattle,2,108,8,22,647482,864,-2617.87
315120,"Large, comfy, light, garden studio",North Seattle,1,125,2,28,488249,250,-2335.43
8426749,2 bd main floor home; 15 min dwntwn,North Seattle,2,98,24,6,647482,2352,-1278.67
107962,Haller Lake Restored Log Cabin,North Seattle,1,100,30,0,488249,3000,139.57
9675736,"Newly Remodeled, EZ Access to City!",North Seattle,4,199,0,30,1008992,0,-5291.26
7534812,North Seattle Explorerâ€™s Apartment,North Seattle,2,139,25,5,647482,3475,-267.97
7839723,Creekside Contemporary Apartment,North Seattle,2,150,29,1,647482,4350,519.53
5607404,Newly remodeled 2 bed townhouse! ,North Seattle,2,125,0,30,647482,0,-3395.47
1851863,Lovely Green Lake Guest Stay,North Seattle,1,95,27,3,488249,2565,-251.93
2426152,Spacious North Seattle Condo!,North Seattle,1,100,30,0,488249,3000,139.57
7826447,Spacious & Charming 3 Bedroom Apt,North Seattle,3,100,0,30,800000,0,-4195.29
9595087,Sunny 3bd townhouse with parking,North Seattle,3,129,30,0,800000,3870,-712.29
2686624,Modern 2 Bedroom Suite,North Seattle,2,85,30,0,647482,2550,-1100.47
2897897,Cozy Seattle Cottage,North Seattle,3,189,30,0,800000,5670,907.71
704477,Super cute urban farm,North Seattle,2,99,1,29,647482,99,-3306.37
3413183,Geometric Modern Apt,Queen Anne/Magnolia,1,550,0,30,546229,0,-2864.48
6678058,Private mother-in-law studio apt.,Queen Anne/Magnolia,1,110,0,30,546229,0,-2864.48
1696194,Beach Bungalow Discounted 12.9 - 23,Queen Anne/Magnolia,1,228,0,30,546229,0,-2864.48
9352778,Spacious 2BR/2BA Magnolia Townhouse,Queen Anne/Magnolia,2,110,14,16,724370,1540,-2412.68
2720963,Beautiful Home near Downtown,Queen Anne/Magnolia,3,950,0,30,895000,0,-4693.48
6591879,City Views - Available Sept Monthly,Queen Anne/Magnolia,2,225,0,30,724370,0,-3798.68
10023353,Classic Tudor with mountain view,Queen Anne/Magnolia,3,125,0,30,895000,0,-4693.48
3971346,In City 50's Modern Urban Homestead,Queen Anne/Magnolia,3,250,0,30,895000,0,-4693.48
3382533,Modern Drama Above Magnolia,Queen Anne/Magnolia,1,150,6,24,546229,900,-2054.48
4485424,View Home 3.7 mi from Pike Pl. Mkt.,Queen Anne/Magnolia,3,330,0,30,895000,0,-4693.48
7227464,Modern Magnolia Atelier,Queen Anne/Magnolia,1,125,24,6,546229,3000,-164.48
1980283,West Seattle Two Bedroom Apartment,West Seattle,2,99,28,2,530125,2772,-285.23
2761092,Turquoise Dragonfly in West Seattle,West Seattle,2,78,4,26,530125,312,-2499.23
1145148,GardenLife Sanctuary ,West Seattle,3,250,30,0,655000,7500,3315.11
7527242,15min-Downtown! Bus-steps away!,West Seattle,3,95,7,23,655000,665,-2836.39
9238818,Cozy Cottage,West Seattle,2,102,0,30,530125,0,-2780.03
6990677,Oasis Near Puget Sound with Kitchen,West Seattle,1,110,0,30,399754,0,-2096.35
8194886,Bright Modern Apartment,West Seattle,1,110,30,0,399754,3300,873.65
859467,Alki Beach Waterfront Cape Cod HSE,West Seattle,2,195,27,3,530125,5265,1958.47
9096972,"Mid-Century Retreat, Saltwater View",West Seattle,1,85,6,24,399754,510,-1637.35
1246117,View Home in West Seattle ,West Seattle,3,200,3,27,655000,600,-2894.89
7665415,The Hideout at Alaska Junction,West Seattle,2,109,30,0,530125,3270,162.97
8583457,Le Petite Retreat,West Seattle,2,200,0,30,530125,0,-2780.03
146301,"West Seattle, The Full Moon Cottage",West Seattle,2,135,30,0,530125,4050,864.97
7843145,February Special $125/night!,West Seattle,2,125,30,0,530125,3750,594.97
6810430,West Seattle Haven,West Seattle,1,65,23,7,399754,1495,-750.85
902609,Awesome Studio in West Seattle,West Seattle,1,58,0,30,399754,0,-2096.35
696004,"Beautiful, Accessible 1 Bedroom Apt",West Seattle,1,120,0,30,399754,0,-2096.35
6019762,Peaceful Renovated General Store.,West Seattle,2,110,30,0,530125,3300,189.97
2508065,West Seattle Highland Park Hideaway,West Seattle,2,129,30,0,530125,3870,702.97
1042022,Perfect Location by Lake Washington,Belltown/Downtown,1,125,5,25,396702,625,-1517.85
8863714,Down Town Madison Park Apartment,Belltown/Downtown,1,95,6,24,396702,570,-1567.35
4557204,Perfect Madison Park Urban Oasis,Belltown/Downtown,4,285,30,0,819806,8550,3395.85
6644760,Lakeside Suite near Beach and Shops,Belltown/Downtown,1,109,30,0,396702,3270,862.65
8764748,Madison Park House - 2+ Bedrooms,Belltown/Downtown,2,275,5,25,526079,1375,-1521.32
4464542,Beautiful water view apartment,Belltown/Downtown,1,80,30,0,396702,2400,79.65
3817141,Charming home in Madison Park,Belltown/Downtown,1,200,29,1,396702,5800,3139.65
2103939,Cozy Lakeside Apt in Seattle,Belltown/Downtown,1,70,4,26,396702,280,-1828.35
8387068,Swanky 1 bdrm near Beach & Dining,Belltown/Downtown,1,139,28,2,396702,3892,1422.45
5249067,Colorful Retro 1Bd near Arboretum,Belltown/Downtown,1,75,30,0,396702,2250,-55.35
7620570,Cozy room in Madison Beach,Belltown/Downtown,1,150,0,30,396702,0,-2080.35
6993726,"Bright, Sunny Madison Park Condo",Belltown/Downtown,2,215,30,0,526079,6450,3046.18
6908161,Capitol Hill Apt. in Craftsman Home,Belltown/Downtown,2,250,30,0,526079,7500,3991.18
9169270,Large 1 bed  in Capitol Hill,Belltown/Downtown,1,150,0,30,396702,0,-2080.35
7940358,"Airy 2BD townhome, great locale",Belltown/Downtown,2,139,30,0,526079,4170,994.18
4632923,"Capitol Hill Apt, Balcony, Views!",Belltown/Downtown,2,104,30,0,526079,3120,49.18
2764126,Spectacular Capitol HIll Townhome ,Belltown/Downtown,2,125,30,0,526079,3750,616.18
1049293,Charming 1BR in Historic Mansion,Belltown/Downtown,1,125,30,0,396702,3750,1294.65
7823973,"Garden apartment, quiet, wifi",Belltown/Downtown,1,120,18,12,396702,2160,-136.35
8507873,Capitol Hill Cute Space,Belltown/Downtown,1,100,30,0,396702,3000,619.65
8131881,Private Studio apt in Capitol Hill,Belltown/Downtown,1,45,11,19,396702,495,-1634.85
825574,Urban Oasis,Belltown/Downtown,1,150,25,5,396702,3750,1294.65
5470943,Seattle's Central Capitol Hill!,Belltown/Downtown,2,139,6,24,526079,834,-2008.22
1547337,"Stylish, Sunny Apt. in Capitol Hill",Belltown/Downtown,1,100,9,21,396702,900,-1270.35
3932674,Brand new one bedroom in Cap Hill,Belltown/Downtown,1,180,25,5,396702,4500,1969.65
6911511,Capitol Hill Victorian Home,Belltown/Downtown,3,399,30,0,650000,11970,7364.33
5040885,Charming 1906 Craftsman,Belltown/Downtown,2,300,30,0,526079,9000,5341.18
7492006,Charming Cottage Apartment,Belltown/Downtown,1,70,0,30,396702,0,-2080.35
7050204,"TL ""Philly"": newly renovated 1 bed",Belltown/Downtown,1,150,0,30,396702,0,-2080.35
8926188,CAPITOL HILL REMODEL,Belltown/Downtown,1,125,3,27,396702,375,-1742.85
5297143,Stylish 1BR Capitol Hill Apartment ,Belltown/Downtown,1,200,0,30,396702,0,-2080.35
6228211,North Capitol Hill Townhome,Belltown/Downtown,2,200,30,0,526079,6000,2641.18
1815677,2 bedroom house w/hot tub,Belltown/Downtown,2,115,26,4,526079,2990,-67.82
1432713,"Stay in the ""Single's Movie Bldg""",Belltown/Downtown,1,120,0,30,396702,0,-2080.35
4454264,Perfectly Located Capitol Hill Home,Belltown/Downtown,3,400,0,30,650000,0,-3408.67
6066570,Classic Beautiful Seattle Home,Belltown/Downtown,6,545,30,0,914793,16350,9917.73
1880734,"Classic home, heart of Capitol Hill",Belltown/Downtown,2,250,1,29,526079,250,-2533.82
7127036,"Lovely, light filled 1 Bedroom",Belltown/Downtown,1,150,30,0,396702,4500,1969.65
8306581,Cozy 2BR/2BA Apt. in  Seattle!,Belltown/Downtown,2,140,6,24,526079,840,-2002.82
6627184,Sunny cottage style home with views,Belltown/Downtown,2,125,30,0,526079,3750,616.18
2211594,Modern Townhouse in Capitol Hill,Belltown/Downtown,2,126,0,30,526079,0,-2758.82
2367298,Adorable Walkable Vintage Apartment,Belltown/Downtown,1,129,0,30,396702,0,-2080.35
7025898,"TL ""New York"": renovated 2bed/2bath",Belltown/Downtown,2,250,1,29,526079,250,-2533.82
722537,Garden Suite in North Capitol Hill,Belltown/Downtown,2,220,14,16,526079,3080,13.18
2882641,Quiet yet urban Capitol Hill house,Belltown/Downtown,3,165,30,0,650000,4950,1046.33
1307898,Large Capitol Hill Single Family,Belltown/Downtown,5,450,30,0,914793,13500,7352.73
3041619,House in the trees w/amazing views,Belltown/Downtown,3,295,30,0,650000,8850,4556.33
10139271,Capitol Hill Modern retreat,Belltown/Downtown,1,100,2,28,396702,200,-1900.35
8296857,Cap Hill Modern 3BR Townhome w/view,Belltown/Downtown,3,158,5,25,650000,790,-2697.67
5969069,"Urban oasis, perfect for dog owners",Belltown/Downtown,2,125,30,0,526079,3750,616.18
9368677,Cozy 2BR/1BA Capitol Hill Apartment,Belltown/Downtown,2,125,3,27,526079,375,-2421.32
3773784,Cozy Gay getaway on Capitol Hill,Belltown/Downtown,1,115,1,29,396702,115,-1976.85
7222136,Stylish 1 Bdrm in Capitol Hill,Belltown/Downtown,1,135,1,29,396702,135,-1958.85
299817,Cap Hill Mountain/Lake View Oasis,Belltown/Downtown,2,125,0,30,526079,0,-2758.82
6066185,Stylish 1BR/1BA in Heart of Seattle,Belltown/Downtown,1,125,15,15,396702,1875,-392.85
9023202,Capital Hill Home in Seattle,Belltown/Downtown,4,449,30,0,819806,13470,7823.85
707424,A Garden Sanctuary in the City,Belltown/Downtown,2,300,0,30,526079,0,-2758.82
8924032,Stylish Classic 1 Bdrm Capitol Hill,Belltown/Downtown,1,95,21,9,396702,1995,-284.85
1002835,Comfortable condo in Madison Valley,Belltown/Downtown,2,135,0,30,526079,0,-2758.82
3926008,1 br apt/Capitol Hill Triplex,Belltown/Downtown,1,135,20,10,396702,2700,349.65
2778101,Dreamy Vintage Flat / 1000 sq. ft. ,Belltown/Downtown,1,195,0,30,396702,0,-2080.35
10019082,Spacious 1BR Capitol Hill Apartment,Belltown/Downtown,1,125,0,30,396702,0,-2080.35
9618016,"Classic Home, Mid-City Neighborhood",Belltown/Downtown,4,350,30,0,819806,10500,5150.85
442487,Lovely Cap Hill Studio has it all!,Belltown/Downtown,1,98,24,6,396702,2352,36.45
8902327,Portage Bay View!-One Bedroom Apt,Belltown/Downtown,1,79,24,6,396702,1896,-373.95
10267360,Private apartment view of Lake WA,East Side–South of I-90,1,93,1,29,549280,93,-2796.78
10208623,Large Lakefront Apartment,Queen Anne/Magnolia,2,87,23,7,724370,2001,-1997.78
